PIN;PIN10;Realid;Owner;Owner2;OwnerAdd1;OwnerAdd2;OwnerAdd3;Location;CalcAcreage;DeedAcres;StreetNumber;StreetMisc;StreetPrefix;StreetName;StreetType;StreetSuffix;LandClass;Lclass;TotalStructures;TotalUnits;PropertyDesc;LotNum;BldgValue;LandValue;LandSaleValue;LandSaleDate;TotalSaleValue;TotalSaleDate;DeedBook;DeedPage;WC_City;Cary_City;WC_Etj;Topography;Township;Ownership;Activity;Function;Structure;Site;WC_Zoning;BillingClass;APAOwnershipDesc;APAActivityDesc;APAFunctionDesc;APAStructureDesc;APASiteDesc;County;TotalBldgSqFt;Typeanduse;Typedecode;PhyCity;PhyZip;Utilities;OwnerWholeName;Real Estate Info;Deed Info;Year Built;Shape.STArea();Shape.STLength();geo_shape;geo_point_2d
079420816864;0794816864;0003924;SKS PROPERTIES;;PO BOX 19808;RALEIGH NC 27619-9808;;2414 HILLSBOROUGH ST;0.30951229;0.31;2414;;;HILLSBOROUGH;ST;;Commercial;C;2;0;LO24 SKS PROPERTIES BM2003 -00034;24;930799.0;810645.0;0.0;;90000.0;1971-12-31T20:00:00-05:00;002494;00595;RAL;;RA;;Ra;1020.0;2130.0;2100.0;2400.0;6200.0;NX-4;;Corporation;Retail Combination;Retail Sales Or Service;Office Building Over Storefronts;Commercial Property;Wake;16890.0;58;STOR/OFC;RALEIGH;27607;ALL;SKS PROPERTIES;http://services.wakegov.com/realestate/Account.asp?id=0003924;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=002494-00595;;13482.356811523438;469.90979418000927;"{""type"": ""Polygon"", ""coordinates"": [[[-78.66707915412239, 35.787998395125335], [-78.66721420105306, 35.787642832278394], [-78.66753215044588, 35.787732792107896], [-78.66739777018147, 35.78808660309321], [-78.66707915412239, 35.787998395125335]]]}";35.7878651191,-78.6673056879
076802759315;0768759315;0003676;LLOYD L NICHOLS LLC;;6600 MOUNT HERMAN RD;RALEIGH NC 27617-9404;;6600 MT HERMAN RD;1.17287988;1.22;6600;;;MT HERMAN;RD;;Commercial;C;1;0;LO3 LLOYD L NICHOLS LLC BM2013 -01468;3;537719.0;159960.0;0.0;;0.0;;014614;00864;RAL;;RA;;Le;1020.0;3120.0;3600.0;2732.0;6200.0;IX-3;;Corporation;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Prefabricated Warehouse;Commercial Property;Wake;11970.0;82;PREFAB;RALEIGH;27617;ALL;LLOYD L NICHOLS LLC;http://services.wakegov.com/realestate/Account.asp?id=0003676;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=014614-00864;;51090.61706542969;1085.3717427708013;"{""type"": ""Polygon"", ""coordinates"": [[[-78.77009986640458, 35.90778514107055], [-78.77026754597489, 35.90746808353631], [-78.77049167555406, 35.907543258737896], [-78.77064897990977, 35.90721300314066], [-78.77100514120765, 35.907338804915966], [-78.7708469235699, 35.90763760906255], [-78.77106804634822, 35.90771510202073], [-78.77104705006668, 35.90812184909472], [-78.77009986640458, 35.90778514107055]]]}";35.9076852458,-78.7706606416
076418427307;0764427307;0004057;NORTH ACADEMY ASSOCIATES LLC;;110 MACKENAN DR;CARY NC 27511-7901;;315 N ACADEMY ST;1.179267209999999;1.179999999999999;315;;N;ACADEMY;ST;;Commercial;C;1;0;315 N ACADEMY ST;;1055558.0;284248.0;0.0;;1869500.0;2019-02-25T20:00:00-05:00;017369;00737;CAR;;CA;;Ca;1020.0;2300.0;2421.0;2100.0;6200.0;OIP;;Corporation;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;15000.0;34;OFC GROSS;CARY;27513;ALL;NORTH ACADEMY ASSOCIATES LLC;http://services.wakegov.com/realestate/Account.asp?id=0004057;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=017369-00737;;51368.89562988281;943.1669143519953;"{""type"": ""Polygon"", ""coordinates"": [[[-78.78129306508932, 35.78935239083772], [-78.78230007968827, 35.789342292080654], [-78.78230734391505, 35.789626102830724], [-78.78230542240304, 35.789788844983406], [-78.78128470284952, 35.78984292636067], [-78.78129306508932, 35.78935239083772]]]}";35.7895823906,-78.7817888994
075502752748;0755752748;0255776;FIRST CITIZENS BANK & TRUST CO;;PO BOX 27131;RALEIGH NC 27611-7131;;2205 EVANS RD;1.35596376;1.379999999999999;2205;;;EVANS;RD;;Commercial;C;1;0;LO2 TR2B WESTON COMMONS BM1999 -591;2;626217.0;800705.0;655500.0;1999-05-10T22:00:00-04:00;0.0;;008310;00836;CAR;;CA;;Ca;1020.0;2320.0;2210.0;2100.0;6200.0;GCP;;Corporation;Office Activities With High Turnover Of Automobiles;Bank, Credit Union Or Savings Institution;Office Or Bank Building;Commercial Property;Wake;3254.0;11;BANK BLD;CARY;27513;ALL;FIRST CITIZENS BANK & TRUST CO;http://services.wakegov.com/realestate/Account.asp?id=0255776;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008310-00836;;59065.782958984375;986.3123634385672;"{""type"": ""Polygon"", ""coordinates"": [[[-78.80662977461178, 35.82607223305698], [-78.80755634618671, 35.826354813867184], [-78.80682284023612, 35.82692973414896], [-78.80636759666605, 35.82651698266392], [-78.80636932967926, 35.82633452890146], [-78.80637320273358, 35.82633108565832], [-78.80637775237886, 35.82632702968305], [-78.80638229208448, 35.82632296467851], [-78.80638568940681, 35.82631991005447], [-78.80638908230617, 35.826316853620675], [-78.80639246857992, 35.8263137908669], [-78.80639585043494, 35.82631072450076], [-78.80640034704646, 35.826306629683096], [-78.80640483371188, 35.826302528540175], [-78.80640819568103, 35.82629944681945], [-78.80641155102239, 35.826296359680036], [-78.8064160133855, 35.82629223866884], [-78.8064193521422, 35.826289144292254], [-78.80642268648671, 35.82628604359927], [-78.80642712233187, 35.82628190361754], [-78.80643154933762, 35.826277757312305], [-78.80643596307912, 35.82627360377522], [-78.80644036909449, 35.826269441212354], [-78.80644366697055, 35.82626631702622], [-78.80644695932988, 35.82626318562056], [-78.80645133550487, 35.82625900498332], [-78.80645461460408, 35.82625586454308], [-78.80645788485334, 35.82625272228607], [-78.80646223893525, 35.8262485235867], [-78.80646658085749, 35.8262443185585], [-78.80647091172897, 35.82624010630195], [-78.80647415325741, 35.82623694056429], [-78.80647739036075, 35.8262337739182], [-78.80648169250084, 35.826229542687656], [-78.80648598912393, 35.82622530423758], [-78.80649027247843, 35.82622106035826], [-78.80649454367767, 35.826216808347574], [-78.80649880604177, 35.82621254821067], [-78.80650305845978, 35.826208281748514], [-78.80650730093377, 35.82620400805976], [-78.80651047394194, 35.826200799849744], [-78.80651364032663, 35.82619758441844], [-78.80651785517381, 35.82619329265889], [-78.80652205896592, 35.82618899547361], [-78.80652625059842, 35.826184691959526], [-78.80653043229118, 35.82618037941623], [-78.80653356110504, 35.82617713868751], [-78.80653668438485, 35.826173897949914], [-78.80654083623301, 35.82616956913493], [-78.80654394625705, 35.82616631756009], [-78.80654704964898, 35.82616306236934], [-78.80655117718841, 35.82615871639009], [-78.8065552936771, 35.826154363182546], [-78.80655939912157, 35.82615000004264], [-78.80656349239561, 35.826145635080636], [-78.80656757573212, 35.82614126018803], [-78.80657164690471, 35.82613688076939], [-78.80657570703305, 35.82613249141835], [-78.8065787463256, 35.826129196466475], [-78.8065817789838, 35.82612589879997], [-78.8065848061231, 35.82612259481537], [-78.80658782551914, 35.826119289015715], [-78.80659184143597, 35.82611487435671], [-78.80659484757203, 35.82611155952254], [-78.80659784596702, 35.82610824197196], [-78.80660183757728, 35.826103809247435], [-78.80660581370334, 35.82609937199157], [-78.80660978320574, 35.82609492751438], [-78.80661373833495, 35.82609047670496], [-78.80661768241133, 35.82608601956851], [-78.80662063328951, 35.8260826703954], [-78.80662357753555, 35.826079317606364], [-78.80662651624974, 35.8260759639071], [-78.80662977461178, 35.82607223305698]]]}";35.8264620574,-78.8068683467
075804521624;0758521624;0255782;BROADSTONE SOE RALEIGH LLC;;STORR OFFICE ENVIRONMENTS;10800 WORLD TRADE BLVD;RALEIGH NC 27617-4200;10800 WORLD TRADE BLVD;9.50660661;9.5;10800;;;WORLD TRADE;BLVD;;Commercial;C;1;0;LO4 WORLD TRADE PARK BM1999 -467;4;5173201.0;1405472.0;712500.0;1999-04-08T22:00:00-04:00;10500000.0;2012-01-12T20:00:00-05:00;014612;00323;RAL;;RA;;Ce;1020.0;3120.0;3600.0;2733.0;6200.0;IX-3;;Corporation;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Bulk/Distribution Warehouse;Commercial Property;Wake;134156.0;84;BULK/DIST;RALEIGH;27617;ALL;BROADSTONE SOE RALEIGH LLC;http://services.wakegov.com/realestate/Account.asp?id=0255782;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=014612-00323;;414087.7843017578;2583.01170875462;"{""type"": ""Polygon"", ""coordinates"": [[[-78.81221444718399, 35.90084721119338], [-78.81298136359302, 35.89934381069664], [-78.81468600252327, 35.89973533870753], [-78.8150640086655, 35.89976590687818], [-78.8150146678143, 35.90017066982572], [-78.81499632628508, 35.90028632216443], [-78.81496964120056, 35.9004008937932], [-78.81493470316863, 35.900513986466336], [-78.8146259921674, 35.901401696918875], [-78.81221444718399, 35.90084721119338]]]}";35.9003734086,-78.8137344772
075502764026;0755764026;0255778;HIGHWOODS SERVICES INC;;3100 SMOKETREE CT STE 600;RALEIGH NC 27604-1050;;0 EVANS RD;3.01329314;3.39;0;;;EVANS;RD;;Commercial;C;1;0;LO5A HIGHWOOD PROPERTIES BM1999 -00795;5A;0.0;1209663.0;0.0;;0.0;;008316;00049;CAR;;CA;;Ca;1020.0;9000.0;9900.0;9000.0;6200.0;GCP;;Corporation;No Human Or Unclassifiable;Unclassifiable function;No structure;Commercial Property;Wake;0.0;;;CARY;27513;ALL;HIGHWOODS SERVICES INC;http://services.wakegov.com/realestate/Account.asp?id=0255778;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008316-00049;;131259.08532714844;2027.8473140748163;"{""type"": ""Polygon"", ""coordinates"": [[[-78.80653721810899, 35.82797474951613], [-78.80658511200507, 35.82776422863977], [-78.80657910818995, 35.82776172062395], [-78.80657314769684, 35.82775914687942], [-78.80656722941261, 35.82775651010841], [-78.80656135223683, 35.82775380760519], [-78.8065555250152, 35.82775104298912], [-78.80654974000457, 35.827748214445236], [-78.80654400273234, 35.82774532468638], [-78.80653831320288, 35.827742371909785], [-78.80653267252508, 35.827739355215975], [-78.80652708179284, 35.82773628001464], [-78.80652154100609, 35.82773314630584], [-78.80651741733477, 35.82773075483886], [-78.80651332805792, 35.82772832827441], [-78.80650926431044, 35.827725871105], [-78.80650523716882, 35.8277233797431], [-78.80650123334306, 35.827720857772775], [-78.80649726612313, 35.827718301609835], [-78.8064920238444, 35.82771484119038], [-78.80648812652665, 35.82771221213027], [-78.80648426802821, 35.827709548881145], [-78.80647916885695, 35.82770594988331], [-78.8064741284746, 35.82770229689874], [-78.80646914798801, 35.827698589929156], [-78.80646423293331, 35.8276948280821], [-78.80646058075835, 35.82769197227492], [-78.80645697182132, 35.827689085891], [-78.80645130626262, 35.82768444495538], [-78.80596703446183, 35.82729229368415], [-78.80596087541576, 35.827294537208104], [-78.80595472299699, 35.82729678615025], [-78.80595010700631, 35.82729847961403], [-78.80594549874769, 35.82730017939917], [-78.80594088937343, 35.827301882787744], [-78.80593628551983, 35.82730359159284], [-78.80593015071932, 35.827305877516416], [-78.80592401921923, 35.82730817155688], [-78.80591942418233, 35.82730989569806], [-78.8059148324482, 35.82731162705497], [-78.80590871417442, 35.82731394364899], [-78.80590259920982, 35.8273162647546], [-78.80589801629014, 35.827318012348904], [-78.80589343778223, 35.82731976625935], [-78.80588886037009, 35.82732152467801], [-78.80588428626942, 35.82732328670714], [-78.80587819224107, 35.82732564570082], [-78.80587210262647, 35.82732801010915], [-78.80586601962402, 35.82733038624507], [-78.80585993881745, 35.827332769594825], [-78.80585538345913, 35.827334561396604], [-78.80585082919221, 35.82733635950928], [-78.80584476272514, 35.82733876271039], [-78.80583870397908, 35.82734117673941], [-78.80583415853098, 35.827342989286834], [-78.80582961859488, 35.82734481085615], [-78.80582356865875, 35.82734724292512], [-78.80581752644154, 35.827349686723394], [-78.80581148531991, 35.82735213502978], [-78.80580545302612, 35.827354594165875], [-78.80579942513954, 35.82735706142071], [-78.80579490725496, 35.8273589172744], [-78.80579039267538, 35.82736077944256], [-78.80578587920016, 35.827362642513606], [-78.80578137013016, 35.827364514604824], [-78.80577536319281, 35.82736701433977], [-78.80577085963452, 35.82736889545269], [-78.80576636049226, 35.82737078107916], [-78.80576186355468, 35.82737267031424], [-78.80575737324236, 35.82737456586908], [-78.80575138503633, 35.82737709988323], [-78.80574689802003, 35.82737900535764], [-78.80574241652, 35.82738091805121], [-78.8057364426534, 35.82738347191675], [-78.805730472085, 35.82738603480058], [-78.80572451256664, 35.82738860491238], [-78.80571855412653, 35.82739118674291], [-78.80571260341827, 35.827393774894766], [-78.80570665711937, 35.82739637026406], [-78.80570071743904, 35.82739897465686], [-78.80569626349777, 35.82740093245926], [-78.80569181507286, 35.82740289748092], [-78.80568588972973, 35.82740552262649], [-78.80567996547572, 35.82740815498415], [-78.80567552918767, 35.827410135347215], [-78.8056710950999, 35.82741212112157], [-78.80566518739234, 35.82741477603817], [-78.80565928630979, 35.82741743727432], [-78.80565338963231, 35.82742010753058], [-78.80564749846877, 35.82742278590731], [-78.80564161281704, 35.827425473305844], [-78.80563573157467, 35.82742816792174], [-78.80563132616349, 35.82743019430031], [-78.80562692406157, 35.82743222519065], [-78.80562180949497, 35.82743459204254], [-78.8056173930587, 35.82743660037637], [-78.80561145335956, 35.82743921017273], [-78.80560546074952, 35.82744173065273], [-78.80560093182707, 35.82744357025765], [-78.80559637094028, 35.82744535483025], [-78.80559024713507, 35.827447662386106], [-78.80558407484614, 35.82744988063252], [-78.80557785628274, 35.827452011375684], [-78.80557159034457, 35.827454051909875], [-78.80556528478132, 35.82745600134613], [-78.80555893847745, 35.827457863287925], [-78.80555255033488, 35.82745963412822], [-78.80554612589191, 35.82746131207316], [-78.80553966625314, 35.82746289802579], [-78.80553317252316, 35.82746439288932], [-78.8055282846613, 35.82746545407022], [-78.80552337812303, 35.82746645753584], [-78.8055184528822, 35.827467414102316], [-78.80551351671456, 35.82746831206459], [-78.80550691099279, 35.8274694326956], [-78.80550028225852, 35.827470457748475], [-78.80549363272311, 35.82747138812802], [-78.80548696349987, 35.82747222113201], [-78.80548027900507, 35.82747296127416], [-78.80547525526428, 35.827473456200146], [-78.80547022392142, 35.82747389072463], [-78.80546518383488, 35.827474279267044], [-78.80546014279332, 35.82747460471455], [-78.80545340941735, 35.8274749608102], [-78.80544667073954, 35.82747522045451], [-78.80544161355614, 35.82747535479334], [-78.80543655430235, 35.827475429640735], [-78.80542980735382, 35.82747544681296], [-78.80542306063084, 35.82747537024669], [-78.80541631857365, 35.82747519454105], [-78.80541126216906, 35.827475005301956], [-78.80540621144804, 35.8274747538799], [-78.80539948324495, 35.827474340244066], [-78.80539276745077, 35.827473829283875], [-78.80538773600931, 35.82747338500697], [-78.8053827124542, 35.82747288305723], [-78.80537769787054, 35.827472332449766], [-78.80537269560459, 35.82747172237388], [-78.80536603717621, 35.827470829339454], [-78.80536105622988, 35.82747009851873], [-78.8053560909174, 35.827469310037664], [-78.80535113567659, 35.82746847560451], [-78.80534619607612, 35.82746758080701], [-78.80533963041974, 35.82746631026155], [-78.80533472651835, 35.827465298347526], [-78.80532984046869, 35.827464226973945], [-78.80532335174223, 35.82746272310571], [-78.8053185047034, 35.82746153822626], [-78.80531368215473, 35.82746029479925], [-78.80530887521388, 35.82745900452768], [-78.80530409386135, 35.82745765931565], [-78.80529774879511, 35.82745578793239], [-78.80529144600574, 35.82745382558195], [-78.80528518769816, 35.82745177587306], [-78.8052789749877, 35.82744963520226], [-78.80527280897482, 35.82744740627529], [-78.80526668965508, 35.82744509089479], [-78.80526213295092, 35.82744329807843], [-78.80525760846928, 35.82744145303614], [-78.80525162137732, 35.827438921546694], [-78.8052456898393, 35.82743630091389], [-78.8052398149423, 35.82743359925154], [-78.80523400112017, 35.82743081386268], [-78.80522824615487, 35.82742794654642], [-78.80522255337114, 35.82742499550547], [-78.80521692607846, 35.827421965251744], [-78.80521136538788, 35.82741885398441], [-78.8052058712929, 35.82741566440744], [-78.80520044711393, 35.82741239652613], [-78.80519509616686, 35.8274090521484], [-78.80518981734498, 35.82740563127262], [-78.80518460953715, 35.82740213569965], [-78.80517948159539, 35.82739856634486], [-78.8051756830662, 35.827395842760566], [-78.80517193665762, 35.82739307689688], [-78.80516700172946, 35.82738932758389], [-78.8051633540456, 35.82738646994194], [-78.8051597562623, 35.82738357272106], [-78.80515503203665, 35.827379651590135], [-78.80515039209111, 35.827375662092464], [-78.80514696508159, 35.82737262814188], [-78.80514359461102, 35.82736955552436], [-78.80513917419388, 35.827365405940235], [-78.80513484357766, 35.82736119340636], [-78.80513165049543, 35.82735799488569], [-78.80512851727029, 35.82735475860469], [-78.80512441833518, 35.827350395017156], [-78.80512140149749, 35.82734708591421], [-78.80511844561713, 35.82734374175675], [-78.8051155385022, 35.827340369735914], [-78.80511269012676, 35.82733696445963], [-78.80510897689474, 35.82733237525407], [-78.80510536117835, 35.82732773663111], [-78.80510184961827, 35.82732304860137], [-78.80509843669142, 35.827318306649296], [-78.80509512680545, 35.827313518894094], [-78.80509192107135, 35.8273086835347], [-78.8050888172647, 35.8273038050743], [-78.80508581981483, 35.82729888261863], [-78.80508293203762, 35.827293917975744], [-78.80508014950382, 35.82728891203976], [-78.80507747552717, 35.82728386752015], [-78.80507553899778, 35.827280060805975], [-78.80507366893124, 35.82727623076345], [-78.80507126965365, 35.827271095648484], [-78.80506898113147, 35.827265928262584], [-78.80506673187251, 35.8272605428173], [-78.80496946741381, 35.82706469561608], [-78.8050340288569, 35.82704625580695], [-78.8050981714915, 35.827026612918054], [-78.80516231588813, 35.82700576672095], [-78.80522562311373, 35.826983716776425], [-78.80528766359775, 35.82696098156639], [-78.80534971026869, 35.82693704125467], [-78.8054109115969, 35.82691207114277], [-78.80547169701384, 35.82688606831197], [-78.80553163930036, 35.82685903478527], [-78.80559116345421, 35.82683097034041], [-78.8056498486226, 35.82680153089972], [-78.80576426942258, 35.82674075804258], [-78.80584155057802, 35.82669416786267], [-78.80604191184175, 35.82671253689601], [-78.80752062822904, 35.828050864385915], [-78.80689175756362, 35.827936604926094], [-78.80653721810899, 35.82797474951613]]]}";35.8273222562,-78.8061412117
079001185350;0790185350;0004077;MAANI & PAARI, LLC;;6305 LAKE WHEELER RD;RALEIGH NC 27603-4453;;6305 LAKE WHEELER RD;6.513846179999999;6.509999999999999;6305;;;LAKE WHEELER;RD;;Commercial;C;3;2;LO1-R MAANI & PAARI, LLC BM2017 -00005;1-R;431715.0;360727.0;0.0;;768900.0;2017-02-08T20:00:00-05:00;016690;01952;;;WC;;Sw;1020.0;3120.0;3600.0;2731.0;6200.0;R-40W;;Corporation;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Standard Type Warehouse;Commercial Property;Wake;22115.0;83;WAREHSE;RALEIGH;27603;E;LLC MAANI & PAARI;http://services.wakegov.com/realestate/Account.asp?id=0004077;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=016690-01952;;283743.1218261719;3240.5841072362773;"{""type"": ""Polygon"", ""coordinates"": [[[-78.69045303923006, 35.696026320848496], [-78.69057154466778, 35.69570492529577], [-78.69082458840347, 35.69552249528678], [-78.69107838080701, 35.695341635933765], [-78.69133274695665, 35.695161858244845], [-78.69142753883484, 35.69509465167264], [-78.6915870558265, 35.69498202669126], [-78.69184206940115, 35.694800805566594], [-78.69202360805468, 35.69467342261811], [-78.69222257625094, 35.69443980898786], [-78.69232455521501, 35.69433688317698], [-78.69226260708307, 35.6945577799679], [-78.69226130631556, 35.69456598096841], [-78.69223874786415, 35.69464494001002], [-78.69218673302206, 35.694834122748176], [-78.69211289192066, 35.6951019499327], [-78.69300166497337, 35.69526420777179], [-78.69298390983295, 35.695331941646394], [-78.69282314013478, 35.69537256909697], [-78.6927537932837, 35.69538445799562], [-78.69266156298133, 35.695408421531305], [-78.69258928194553, 35.69542391472329], [-78.69251500822122, 35.69545842629284], [-78.69236924620229, 35.69554199907166], [-78.69201069940344, 35.69547656295116], [-78.69197805549588, 35.69559585893325], [-78.6919270925527, 35.69572112338343], [-78.69188883901114, 35.69581587429656], [-78.69276071463935, 35.69605290041205], [-78.69254934882022, 35.696575085585906], [-78.69167770239243, 35.69633662089886], [-78.69155646267413, 35.696603948058375], [-78.69144023722136, 35.69686125732809], [-78.69142135339528, 35.69686778945945], [-78.69045303923006, 35.696026320848496]]]}";35.6957853014,-78.6916516719
074218411230;0742411230;0004367;THOMAS LEE PROPERTIES LLC;;123 N SALEM ST;APEX NC 27502-1427;;123 N SALEM ST;0.12867238;0.13;123;;N;SALEM;ST;;Commercial;C;1;0;123-125-127 N SALEM ST;;235888.0;112977.0;0.0;;400000.0;2016-07-27T22:00:00-04:00;016472;00969;APE;;AP;;Wh;1020.0;2100.0;2100.0;2230.0;6200.0;B2;;Corporation;Shopping;Retail Sales Or Service;Standalone Store Or Shop Building;Commercial Property;Wake;5532.0;47;SNGL TEN;APEX;27502;ALL;THOMAS LEE PROPERTIES LLC;http://services.wakegov.com/realestate/Account.asp?id=0004367;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=016472-00969;;5604.9854736328125;360.27494313794415;"{""type"": ""Polygon"", ""coordinates"": [[[-78.85113734573216, 35.731529434008074], [-78.85121750478052, 35.73140510843764], [-78.85150603122013, 35.73155100667647], [-78.85148208693036, 35.73158532013641], [-78.85151993255074, 35.73159975107952], [-78.85146685917735, 35.731676277490145], [-78.85151453474482, 35.7316936624609], [-78.85150261503894, 35.731710848549746], [-78.85113734573216, 35.731529434008074]]]}";35.7315492956,-78.8513355302
065604935516;0656935516;0256006;VEASEY, CHRISTOPHER S;;6009 BURT RD;FUQUAY VARINA NC 27526-9654;;969 S JUDD PKWY SE;0.17440781;0.17;969;;S;JUDD;PKWY;SE;Commercial;C;1;0;LO1B BILLIE M VEASEY SUB BM1999 -00865;1B;123303.0;37321.0;0.0;;0.0;;013298;01789;FUQ;;FV;;Mi;1010.0;2100.0;2100.0;2230.0;6200.0;GC;;Individual Ownership;Shopping;Retail Sales Or Service;Standalone Store Or Shop Building;Commercial Property;Wake;1560.0;47;SNGL TEN;FUQUAY VARINA;27526;WSE;CHRISTOPHER S VEASEY;http://services.wakegov.com/realestate/Account.asp?id=0256006;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=013298-01789;;7597.21044921875;350.8487133680451;"{""type"": ""Polygon"", ""coordinates"": [[[-78.79975541324679, 35.57321061632123], [-78.79975728059084, 35.572976679789676], [-78.80003245744727, 35.57297854366254], [-78.8000318617788, 35.57303711750022], [-78.80002963585987, 35.57325526540926], [-78.79975541324679, 35.57321061632123]]]}";35.5731055579,-78.7998975378
075702560112;0757560112;0256505;BLUE BELL CREAMERIES LTD PTNRP LTD;;PO BOX 1807;BRENHAM TX 77834-1807;;5009 NELSON RD;2.986192599999999;2.99;5009;;;NELSON;RD;;Commercial;C;2;0;LO2A BLUE BELL CREAMERIES LP BM2014 -00887;2A;984284.0;300864.0;450000.0;2012-12-06T20:00:00-05:00;0.0;;015051;00269;CAR;;CA;;Ce;1020.0;2300.0;2421.0;2100.0;6200.0;ORDCU;;Corporation;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;13156.0;34;OFC GROSS;MORRISVILLE;27560;ALL;BLUE BELL CREAMERIES LTD PTNRP LTD;http://services.wakegov.com/realestate/Account.asp?id=0256505;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=015051-00269;;130096.03564453125;1485.0913957904277;"{""type"": ""Polygon"", ""coordinates"": [[[-78.81346467272074, 35.882658862929986], [-78.81394312600631, 35.88186704961952], [-78.81517993847788, 35.881923476432426], [-78.81450290411455, 35.88304283919824], [-78.81384695858182, 35.882781356775766], [-78.81383953515814, 35.88279369073777], [-78.8138278613979, 35.88278903836791], [-78.81364789138958, 35.88272094873803], [-78.81346467272074, 35.882658862929986]]]}";35.8823763106,-78.8143071921
075103245667;0751245667;0256555;HEIA LLC;;PO BOX 1396;ELMIRA NY 14902-1396;;2026 PRODUCTION DR;2.97482732;2.97;2026;;;PRODUCTION;DR;;Commercial;C;1;0;LO18 PINNACLE PARK PHII BM1999 -1192;18;782370.0;388119.0;250000.0;1999-07-07T22:00:00-04:00;0.0;;008358;00737;APE;;AP;;Wh;1020.0;3120.0;3600.0;2734.0;6200.0;LI-CU;;Corporation;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Flex Warehouse;Commercial Property;Wake;11901.0;85;FLEX WHSE;APEX;27539;ALL;HEIA LLC;http://services.wakegov.com/realestate/Account.asp?id=0256555;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008358-00737;;129583.48510742188;1538.6134133222743;"{""type"": ""Polygon"", ""coordinates"": [[[-78.82183776022002, 35.713925973892], [-78.8220774942872, 35.713039821192325], [-78.8236577461564, 35.71307344412598], [-78.82358413934604, 35.713650003212614], [-78.82252481489152, 35.7138194754927], [-78.82183776022002, 35.713925973892]]]}";35.7134307541,-78.8227310893
075603007957;0756007957;0257718;TCC PROPERTIES LLC;;104 WALDRON CT;MORRISVILLE NC 27560-7217;;104 WALDRON CT;1.113484659999999;1.12;104;;;WALDRON;CT;;Commercial;C;1;0;LO4 AIRTECH CENTRE SUB PH1 BM1999 -00456;4;649347.0;171242.0;170000.0;2003-06-30T22:00:00-04:00;0.0;;011526;01032;MOR;;MO;;Ce;1020.0;2120.0;2110.0;2280.0;6200.0;IM;;Corporation;Service-Oriented Shopping;Automobile Sales Or Service Establishment;Automobile Repair And Service Structures;Commercial Property;Wake;10116.0;20;SER GARG;MORRISVILLE;27560;;TCC PROPERTIES LLC;http://services.wakegov.com/realestate/Account.asp?id=0257718;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=011526-01032;;48503.41198730469;898.2099469776034;"{""type"": ""Polygon"", ""coordinates"": [[[-78.82832987172513, 35.84096985976682], [-78.82834400872909, 35.84040586192507], [-78.82923250878952, 35.84064423878514], [-78.82922527454151, 35.840669001614025], [-78.82921787817445, 35.84069347669201], [-78.8291687086941, 35.84085773766695], [-78.82908629533142, 35.8411342825309], [-78.82832987172513, 35.84096985976682]]]}";35.8407798976,-78.8287440663
